File Name,Assert Count,Assert Location,Debug Count,Debug Location
lib\Target\SystemZ\SystemZOperands.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZOperators.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZPatterns.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZProcessors.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZRegisterInfo.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZSchedule.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZScheduleZ13.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZScheduleZ14.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZScheduleZ15.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZScheduleZ196.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZScheduleZEC12.td,0,[0],0,[0]
lib\Target\SystemZ\SystemZSelectionDAGInfo.h,0,[0],0,[0]
lib\Target\SystemZ\SystemZShortenInst.cpp,0,[0],0,[0]
lib\Target\SystemZ\SystemZSubtarget.cpp,0,[0],0,[0]
lib\Target\SystemZ\SystemZSubtarget.h,0,[0],0,[0]
lib\Target\SystemZ\SystemZTargetMachine.cpp,0,[0],0,[0]
lib\Target\SystemZ\SystemZTargetMachine.h,0,[0],0,[0]
lib\Target\SystemZ\SystemZTargetTransformInfo.h,0,[0],0,[0]
lib\Target\SystemZ\SystemZTDC.cpp,0,[0],0,[0]
lib\Target\SystemZ\MCTargetDesc\SystemZInstPrinter.h,0,[0],0,[0]
lib\Target\SystemZ\MCTargetDesc\SystemZMCAsmInfo.cpp,0,[0],0,[0]
lib\Target\SystemZ\MCTargetDesc\SystemZMCAsmInfo.h,0,[0],0,[0]
lib\Target\SystemZ\MCTargetDesc\SystemZMCFixups.h,0,[0],0,[0]
lib\Target\SystemZ\MCTargetDesc\SystemZMCTargetDesc.h,0,[0],0,[0]
lib\Target\SystemZ\TargetInfo\SystemZTargetInfo.cpp,0,[0],0,[0]
lib\Target\SystemZ\TargetInfo\SystemZTargetInfo.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssembly.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssembly.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyAddMissingPrototypes.cpp,0,[0],8,"[62, 71, 93, 94, 101, 106, 107, 114]"
lib\Target\WebAssembly\WebAssemblyArgumentMove.cpp,0,[0],1,[70]
lib\Target\WebAssembly\WebAssemblyAsmPrinter.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyCallIndirectFixup.cpp,0,[0],4,"[103, 113, 141, 147]"
lib\Target\WebAssembly\WebAssemblyDebugValueManager.cpp,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyDebugValueManager.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyExceptionInfo.cpp,0,[0],1,[35]
lib\Target\WebAssembly\WebAssemblyFixFunctionBitcasts.cpp,0,[0],11,"[156, 160, 162, 185, 196, 200, 202, 217, 222, 238, 261]"
lib\Target\WebAssembly\WebAssemblyFrameLowering.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrAtomics.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrBulkMemory.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrCall.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrControl.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrConv.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrFloat.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrFormats.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrInfo.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrInfo.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrInteger.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrMemory.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrRef.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyInstrSIMD.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyISD.def,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyISelLowering.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyLowerGlobalDtors.cpp,0,[0],1,[61]
lib\Target\WebAssembly\WebAssemblyMCInstLower.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyOptimizeLiveIntervals.cpp,0,[0],1,[69]
lib\Target\WebAssembly\WebAssemblyOptimizeReturned.cpp,0,[0],1,[73]
lib\Target\WebAssembly\WebAssemblyRegisterInfo.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyRegisterInfo.td,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyRegNumbering.cpp,0,[0],4,"[62, 79, 98, 104]"
lib\Target\WebAssembly\WebAssemblyRuntimeLibcallSignatures.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblySelectionDAGInfo.cpp,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblySelectionDAGInfo.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblySubtarget.cpp,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblySubtarget.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyTargetMachine.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyTargetObjectFile.cpp,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyTargetObjectFile.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyTargetTransformInfo.h,0,[0],0,[0]
lib\Target\WebAssembly\WebAssemblyUtilities.h,0,[0],0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyFixupKinds.h,0,[0],0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyInstPrinter.h,0,[0],0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyMCAsmInfo.cpp,0,[0],0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyMCAsmInfo.h,0,[0],0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyMCTargetDesc.h,0,[0],0,[0]
lib\Target\WebAssembly\MCTargetDesc\WebAssemblyTargetStreamer.h,0,[0],0,[0]
lib\Target\WebAssembly\TargetInfo\WebAssemblyTargetInfo.cpp,0,[0],0,[0]
lib\Target\WebAssembly\TargetInfo\WebAssemblyTargetInfo.h,0,[0],0,[0]
lib\Target\X86\X86.h,0,[0],0,[0]
lib\Target\X86\X86.td,0,[0],0,[0]
lib\Target\X86\X86AsmPrinter.h,0,[0],0,[0]
lib\Target\X86\X86CallingConv.h,0,[0],0,[0]
lib\Target\X86\X86CallingConv.td,0,[0],0,[0]
lib\Target\X86\X86CallLowering.h,0,[0],0,[0]
lib\Target\X86\X86FixupSetCC.cpp,0,[0],2,"[143, 148]"
lib\Target\X86\X86FrameLowering.h,0,[0],0,[0]
lib\Target\X86\X86GenRegisterBankInfo.def,0,[0],0,[0]
lib\Target\X86\X86Instr3DNow.td,0,[0],0,[0]
lib\Target\X86\X86InstrArithmetic.td,0,[0],0,[0]
lib\Target\X86\X86InstrAVX512.td,0,[0],0,[0]
lib\Target\X86\X86InstrCMovSetCC.td,0,[0],0,[0]
lib\Target\X86\X86InstrCompiler.td,0,[0],0,[0]
lib\Target\X86\X86InstrControl.td,0,[0],0,[0]
lib\Target\X86\X86InstrExtension.td,0,[0],0,[0]
lib\Target\X86\X86InstrFMA.td,0,[0],0,[0]
lib\Target\X86\X86InstrFMA3Info.h,0,[0],0,[0]
lib\Target\X86\X86InstrFoldTables.h,0,[0],0,[0]
lib\Target\X86\X86InstrFormats.td,0,[0],0,[0]
lib\Target\X86\X86InstrFPStack.td,0,[0],0,[0]
lib\Target\X86\X86InstrFragmentsSIMD.td,0,[0],0,[0]
lib\Target\X86\X86InstrInfo.td,0,[0],0,[0]
lib\Target\X86\X86InstrMMX.td,0,[0],0,[0]
lib\Target\X86\X86InstrMPX.td,0,[0],0,[0]
lib\Target\X86\X86InstrSGX.td,0,[0],0,[0]
lib\Target\X86\X86InstrShiftRotate.td,0,[0],0,[0]
lib\Target\X86\X86InstrSSE.td,0,[0],0,[0]
lib\Target\X86\X86InstrSVM.td,0,[0],0,[0]
lib\Target\X86\X86InstrSystem.td,0,[0],0,[0]
lib\Target\X86\X86InstrTSX.td,0,[0],0,[0]
lib\Target\X86\X86InstrVecCompiler.td,0,[0],0,[0]
lib\Target\X86\X86InstrVMX.td,0,[0],0,[0]
lib\Target\X86\X86InstrXOP.td,0,[0],0,[0]
lib\Target\X86\X86ISelLowering.h,0,[0],0,[0]
lib\Target\X86\X86LegalizerInfo.h,0,[0],0,[0]
lib\Target\X86\X86MachineFunctionInfo.cpp,0,[0],0,[0]
lib\Target\X86\X86MachineFunctionInfo.h,0,[0],0,[0]
lib\Target\X86\X86MacroFusion.cpp,0,[0],0,[0]
lib\Target\X86\X86MacroFusion.h,0,[0],0,[0]
lib\Target\X86\X86PfmCounters.td,0,[0],0,[0]
lib\Target\X86\X86RegisterBankInfo.h,0,[0],0,[0]
lib\Target\X86\X86RegisterBanks.td,0,[0],0,[0]
lib\Target\X86\X86RegisterInfo.h,0,[0],0,[0]
lib\Target\X86\X86RegisterInfo.td,0,[0],0,[0]
lib\Target\X86\X86SchedBroadwell.td,0,[0],0,[0]
lib\Target\X86\X86SchedHaswell.td,0,[0],0,[0]
lib\Target\X86\X86SchedPredicates.td,0,[0],0,[0]
lib\Target\X86\X86SchedSandyBridge.td,0,[0],0,[0]
lib\Target\X86\X86SchedSkylakeClient.td,0,[0],0,[0]
lib\Target\X86\X86SchedSkylakeServer.td,0,[0],0,[0]
lib\Target\X86\X86Schedule.td,0,[0],0,[0]
lib\Target\X86\X86ScheduleAtom.td,0,[0],0,[0]
lib\Target\X86\X86ScheduleBdVer2.td,0,[0],0,[0]
lib\Target\X86\X86ScheduleBtVer2.td,0,[0],0,[0]
lib\Target\X86\X86ScheduleSLM.td,0,[0],0,[0]
lib\Target\X86\X86ScheduleZnver1.td,0,[0],0,[0]
lib\Target\X86\X86SelectionDAGInfo.h,0,[0],0,[0]
lib\Target\X86\X86ShuffleDecodeConstantPool.h,0,[0],0,[0]
lib\Target\X86\X86Subtarget.cpp,0,[0],1,[281]
lib\Target\X86\X86Subtarget.h,0,[0],0,[0]
lib\Target\X86\X86TargetMachine.cpp,0,[0],0,[0]
lib\Target\X86\X86TargetMachine.h,0,[0],0,[0]
lib\Target\X86\X86TargetObjectFile.cpp,0,[0],0,[0]
lib\Target\X86\X86TargetObjectFile.h,0,[0],0,[0]
lib\Target\X86\X86TargetTransformInfo.h,0,[0],0,[0]
lib\Target\X86\AsmParser\X86AsmParserCommon.h,0,[0],0,[0]
lib\Target\X86\Disassembler\X86DisassemblerDecoder.cpp,0,[0],0,[0]
lib\Target\X86\Disassembler\X86DisassemblerDecoder.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86ATTInstPrinter.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86BaseInfo.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86FixupKinds.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86InstComments.cpp,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86InstComments.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86InstPrinterCommon.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86IntelInstPrinter.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86MCAsmInfo.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86MCExpr.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86MCTargetDesc.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86TargetStreamer.h,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86WinCOFFObjectWriter.cpp,0,[0],0,[0]
lib\Target\X86\MCTargetDesc\X86WinCOFFStreamer.cpp,0,[0],0,[0]
lib\Target\X86\TargetInfo\X86TargetInfo.cpp,0,[0],0,[0]
lib\Target\X86\TargetInfo\X86TargetInfo.h,0,[0],0,[0]
lib\Target\X86\Utils\X86ShuffleDecode.h,0,[0],0,[0]
lib\Target\XCore\XCore.h,0,[0],0,[0]
lib\Target\XCore\XCore.td,0,[0],0,[0]
lib\Target\XCore\XCoreCallingConv.td,0,[0],0,[0]
lib\Target\XCore\XCoreFrameLowering.h,0,[0],0,[0]
lib\Target\XCore\XCoreFrameToArgsOffsetElim.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreInstrFormats.td,0,[0],0,[0]
lib\Target\XCore\XCoreInstrInfo.h,0,[0],0,[0]
lib\Target\XCore\XCoreISelDAGToDAG.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreISelLowering.h,0,[0],0,[0]
lib\Target\XCore\XCoreLowerThreadLocal.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreMachineFunctionInfo.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreMCInstLower.h,0,[0],0,[0]
lib\Target\XCore\XCoreRegisterInfo.h,0,[0],0,[0]
lib\Target\XCore\XCoreRegisterInfo.td,0,[0],0,[0]
lib\Target\XCore\XCoreSelectionDAGInfo.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreSelectionDAGInfo.h,0,[0],0,[0]
lib\Target\XCore\XCoreSubtarget.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreSubtarget.h,0,[0],0,[0]
lib\Target\XCore\XCoreTargetMachine.cpp,0,[0],0,[0]
lib\Target\XCore\XCoreTargetMachine.h,0,[0],0,[0]
lib\Target\XCore\XCoreTargetObjectFile.h,0,[0],0,[0]
lib\Target\XCore\XCoreTargetStreamer.h,0,[0],0,[0]
lib\Target\XCore\XCoreTargetTransformInfo.h,0,[0],0,[0]
lib\Target\XCore\Disassembler\XCoreDisassembler.cpp,0,[0],0,[0]
lib\Target\XCore\MCTargetDesc\XCoreInstPrinter.h,0,[0],0,[0]
lib\Target\XCore\MCTargetDesc\XCoreMCAsmInfo.cpp,0,[0],0,[0]
lib\Target\XCore\MCTargetDesc\XCoreMCAsmInfo.h,0,[0],0,[0]
lib\Target\XCore\MCTargetDesc\XCoreMCTargetDesc.cpp,0,[0],0,[0]
lib\Target\XCore\MCTargetDesc\XCoreMCTargetDesc.h,0,[0],0,[0]
lib\Target\XCore\TargetInfo\XCoreTargetInfo.cpp,0,[0],0,[0]
lib\Target\XCore\TargetInfo\XCoreTargetInfo.h,0,[0],0,[0]
lib\Testing\Support\Annotations.cpp,0,[0],0,[0]
lib\Testing\Support\Error.cpp,0,[0],0,[0]
lib\TextAPI\ELF\ELFStub.cpp,0,[0],0,[0]
lib\TextAPI\ELF\TBEHandler.cpp,0,[0],0,[0]
lib\TextAPI\MachO\Architecture.cpp,0,[0],0,[0]
lib\TextAPI\MachO\ArchitectureSet.cpp,0,[0],0,[0]
lib\TextAPI\MachO\InterfaceFile.cpp,0,[0],0,[0]
lib\TextAPI\MachO\PackedVersion.cpp,0,[0],0,[0]
lib\TextAPI\MachO\Platform.cpp,0,[0],0,[0]
lib\TextAPI\MachO\Symbol.cpp,0,[0],0,[0]
lib\TextAPI\MachO\Target.cpp,0,[0],0,[0]
lib\TextAPI\MachO\TextAPIContext.h,0,[0],0,[0]
lib\TextAPI\MachO\TextStubCommon.h,0,[0],0,[0]
lib\ToolDrivers\llvm-dlltool\DlltoolDriver.cpp,0,[0],0,[0]
lib\ToolDrivers\llvm-dlltool\Options.td,0,[0],0,[0]
lib\ToolDrivers\llvm-lib\LibDriver.cpp,0,[0],0,[0]
lib\ToolDrivers\llvm-lib\Options.td,0,[0],0,[0]
lib\Transforms\AggressiveInstCombine\AggressiveInstCombineInternal.h,0,[0],0,[0]
lib\Transforms\Coroutines\CoroCleanup.cpp,0,[0],0,[0]
lib\Transforms\Coroutines\CoroEarly.cpp,0,[0],0,[0]
lib\Transforms\Hello\Hello.cpp,0,[0],0,[0]
lib\Transforms\Hello\Hello.exports,0,[0],0,[0]
lib\Transforms\InstCombine\InstCombineTables.td,0,[0],0,[0]
lib\Transforms\Instrumentation\BoundsChecking.cpp,0,[0],1,[61]
lib\Transforms\Instrumentation\CGProfile.cpp,0,[0],0,[0]
lib\Transforms\Instrumentation\InstrOrderFile.cpp,0,[0],0,[0]
lib\Transforms\Instrumentation\MaximumSpanningTree.h,0,[0],0,[0]
lib\Transforms\Instrumentation\ValueProfileCollector.cpp,0,[0],0,[0]
lib\Transforms\Instrumentation\ValueProfileCollector.h,0,[0],0,[0]
lib\Transforms\Instrumentation\ValueProfilePlugins.inc,0,[0],0,[0]
lib\Transforms\IPO\AlwaysInliner.cpp,0,[0],0,[0]
lib\Transforms\IPO\BarrierNoopPass.cpp,0,[0],0,[0]
lib\Transforms\IPO\BlockExtractor.cpp,0,[0],4,"[200, 212, 215, 222]"
lib\Transforms\IPO\ElimAvailExtern.cpp,0,[0],0,[0]
lib\Transforms\IPO\ForceFunctionAttrs.cpp,0,[0],1,[79]
lib\Transforms\IPO\GlobalDCE.cpp,0,[0],8,"[133, 160, 196, 213, 220, 225, 232, 271]"
lib\Transforms\IPO\GlobalSplit.cpp,0,[0],0,[0]
lib\Transforms\IPO\InferFunctionAttrs.cpp,0,[0],0,[0]
lib\Transforms\IPO\InlineSimple.cpp,0,[0],0,[0]
lib\Transforms\IPO\Internalize.cpp,0,[0],3,"[191, 220, 230]"
lib\Transforms\IPO\IPO.cpp,0,[0],0,[0]
lib\Transforms\IPO\LoopExtractor.cpp,0,[0],0,[0]
lib\Transforms\IPO\PassManagerBuilder.cpp,0,[0],0,[0]
lib\Transforms\IPO\SCCP.cpp,0,[0],0,[0]
lib\Transforms\IPO\StripDeadPrototypes.cpp,0,[0],0,[0]
lib\Transforms\IPO\ThinLTOBitcodeWriter.cpp,0,[0],0,[0]
lib\Transforms\ObjCARC\DependencyAnalysis.cpp,0,[0],0,[0]
lib\Transforms\ObjCARC\DependencyAnalysis.h,0,[0],0,[0]
lib\Transforms\ObjCARC\ObjCARC.cpp,0,[0],0,[0]
lib\Transforms\ObjCARC\ObjCARCExpand.cpp,0,[0],4,"[93, 99, 114, 126]"
lib\Transforms\ObjCARC\ProvenanceAnalysis.cpp,0,[0],0,[0]
lib\Transforms\ObjCARC\ProvenanceAnalysis.h,0,[0],0,[0]
lib\Transforms\ObjCARC\ProvenanceAnalysisEvaluator.cpp,0,[0],0,[0]
lib\Transforms\ObjCARC\PtrState.h,0,[0],0,[0]
lib\Transforms\Scalar\AlignmentFromAssumptions.cpp,0,[0],11,"[98, 139, 144, 160, 170, 171, 177, 183, 188, 339, 351]"
lib\Transforms\Scalar\ConstantProp.cpp,0,[0],0,[0]
lib\Transforms\Scalar\DCE.cpp,0,[0],0,[0]
lib\Transforms\Scalar\FlattenCFGPass.cpp,0,[0],0,[0]
lib\Transforms\Scalar\InstSimplifyPass.cpp,0,[0],0,[0]
lib\Transforms\Scalar\IVUsersPrinter.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LoopAccessAnalysisPrinter.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LoopRotation.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LowerAtomic.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LowerConstantIntrinsics.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LowerExpectIntrinsic.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LowerGuardIntrinsic.cpp,0,[0],0,[0]
lib\Transforms\Scalar\LowerWidenableCondition.cpp,0,[0],0,[0]
lib\Transforms\Scalar\PartiallyInlineLibCalls.cpp,0,[0],0,[0]
lib\Transforms\Scalar\Scalar.cpp,0,[0],0,[0]
lib\Transforms\Scalar\SimplifyCFGPass.cpp,0,[0],0,[0]
lib\Transforms\Scalar\SpeculativeExecution.cpp,0,[0],1,[154]
lib\Transforms\Scalar\WarnMissedTransforms.cpp,0,[0],4,"[26, 37, 48, 73]"
lib\Transforms\Utils\AddDiscriminators.cpp,0,[0],5,"[198, 213, 219, 241, 250]"
lib\Transforms\Utils\CanonicalizeAliases.cpp,0,[0],0,[0]
lib\Transforms\Utils\CloneModule.cpp,0,[0],1,[190]
lib\Transforms\Utils\CtorUtils.cpp,0,[0],1,[138]
lib\Transforms\Utils\EntryExitInstrumenter.cpp,0,[0],1,[107]
lib\Transforms\Utils\EscapeEnumerator.cpp,0,[0],0,[0]
lib\Transforms\Utils\Evaluator.cpp,0,[0],48,"[291, 300, 320, 334, 338, 343, 345, 349, 359, 366, 387, 393, 402, 408, 414, 420, 425, 431, 442, 445, 453, 459, 465, 468, 477, 490, 497, 506, 513, 522, 535, 538, 547, 551, 556, 564, 575, 578, 583, 591, 600, 603, 608, 635, 640, 644, 660, 699]"
lib\Transforms\Utils\GuardUtils.cpp,0,[0],0,[0]
lib\Transforms\Utils\InstructionNamer.cpp,0,[0],0,[0]
lib\Transforms\Utils\LowerInvoke.cpp,0,[0],1,[60]
lib\Transforms\Utils\Mem2Reg.cpp,0,[0],0,[0]
lib\Transforms\Utils\MetaRenamer.cpp,0,[0],0,[0]
lib\Transforms\Utils\MisExpect.cpp,0,[0],8,"[101, 102, 104, 105, 135, 137, 138, 140]"
lib\Transforms\Utils\NameAnonGlobals.cpp,0,[0],0,[0]
lib\Transforms\Utils\SanitizerStats.cpp,0,[0],0,[0]
lib\Transforms\Utils\StripGCRelocates.cpp,0,[0],0,[0]
lib\Transforms\Utils\StripNonLineTableDebugInfo.cpp,0,[0],0,[0]
lib\Transforms\Utils\SymbolRewriter.cpp,0,[0],0,[0]
lib\Transforms\Utils\UnifyFunctionExitNodes.cpp,0,[0],0,[0]
lib\Transforms\Utils\Utils.cpp,0,[0],0,[0]
lib\Transforms\Vectorize\Vectorize.cpp,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanDominatorTree.h,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanHCFGBuilder.h,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanHCFGTransforms.cpp,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanHCFGTransforms.h,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanLoopInfo.h,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanPredicator.h,0,[0],0,[0]
lib\Transforms\Vectorize\VPlanVerifier.h,0,[0],0,[0]
lib\Transforms\Vectorize\VPRecipeBuilder.h,0,[0],0,[0]
lib\XRay\BlockIndexer.cpp,0,[0],0,[0]
lib\XRay\BlockPrinter.cpp,0,[0],0,[0]
lib\XRay\FDRRecords.cpp,0,[0],0,[0]
lib\XRay\FDRTraceExpander.cpp,0,[0],0,[0]
lib\XRay\FileHeaderReader.cpp,0,[0],0,[0]
lib\XRay\InstrumentationMap.cpp,0,[0],0,[0]
lib\XRay\LogBuilderConsumer.cpp,0,[0],0,[0]
lib\XRay\RecordPrinter.cpp,0,[0],0,[0]
lib\XRay\Trace.cpp,0,[0],0,[0]
resources\windows_version_resource.rc,0,[0],0,[0]
runtimes\Components.cmake.in,0,[0],0,[0]
runtimes\llvm-strip-link.in,0,[0],0,[0]
tools\bugpoint\BugDriver.h,0,[0],0,[0]
tools\bugpoint\bugpoint.cpp,0,[0],0,[0]
tools\bugpoint\FindBugs.cpp,0,[0],0,[0]
tools\bugpoint\OptimizerDriver.cpp,0,[0],1,[227]
tools\bugpoint\ToolRunner.cpp,0,[0],8,"[194, 462, 580, 584, 687, 734, 743, 831]"
tools\bugpoint\ToolRunner.h,0,[0],0,[0]
tools\bugpoint-passes\bugpoint.exports,0,[0],0,[0]
tools\bugpoint-passes\TestPasses.cpp,0,[0],0,[0]
tools\dsymutil\BinaryHolder.cpp,0,[0],0,[0]
tools\dsymutil\BinaryHolder.h,0,[0],0,[0]
tools\dsymutil\CFBundle.cpp,0,[0],0,[0]
tools\dsymutil\CFBundle.h,0,[0],0,[0]
tools\dsymutil\CompileUnit.cpp,0,[0],0,[0]
tools\dsymutil\DebugMap.cpp,0,[0],0,[0]
tools\dsymutil\DebugMap.h,0,[0],0,[0]
tools\dsymutil\DeclContext.h,0,[0],0,[0]
tools\dsymutil\dsymutil.cpp,0,[0],0,[0]
tools\dsymutil\dsymutil.h,0,[0],0,[0]
tools\dsymutil\DwarfLinker.h,0,[0],0,[0]
tools\dsymutil\DwarfStreamer.cpp,0,[0],0,[0]
tools\dsymutil\DwarfStreamer.h,0,[0],0,[0]
tools\dsymutil\LinkUtils.h,0,[0],0,[0]
tools\dsymutil\MachODebugMapParser.cpp,0,[0],0,[0]
tools\dsymutil\MachOUtils.h,0,[0],0,[0]
tools\dsymutil\NonRelocatableStringpool.cpp,0,[0],0,[0]
tools\dsymutil\NonRelocatableStringpool.h,0,[0],0,[0]
tools\dsymutil\Options.td,0,[0],0,[0]
tools\dsymutil\SymbolMap.cpp,0,[0],0,[0]
tools\dsymutil\SymbolMap.h,0,[0],0,[0]
tools\gold\gold.exports,0,[0],0,[0]
tools\lli\ChildTarget\ChildTarget.cpp,0,[0],0,[0]
tools\llvm-as\llvm-as.cpp,0,[0],0,[0]
tools\llvm-as-fuzzer\llvm-as-fuzzer.cpp,0,[0],0,[0]
tools\llvm-bcanalyzer\llvm-bcanalyzer.cpp,0,[0],0,[0]
tools\llvm-cat\llvm-cat.cpp,0,[0],0,[0]
tools\llvm-cfi-verify\llvm-cfi-verify.cpp,0,[0],0,[0]
tools\llvm-cfi-verify\lib\FileAnalysis.h,0,[0],0,[0]
tools\llvm-cfi-verify\lib\GraphBuilder.h,0,[0],0,[0]
tools\llvm-config\BuildVariables.inc.in,0,[0],0,[0]
tools\llvm-cov\CodeCoverage.cpp,0,[0],0,[0]
tools\llvm-cov\CoverageExporter.h,0,[0],0,[0]
tools\llvm-cov\CoverageExporterJson.h,0,[0],0,[0]
tools\llvm-cov\CoverageExporterLcov.cpp,0,[0],0,[0]
tools\llvm-cov\CoverageExporterLcov.h,0,[0],0,[0]
tools\llvm-cov\CoverageFilters.cpp,0,[0],0,[0]
tools\llvm-cov\CoverageFilters.h,0,[0],0,[0]
tools\llvm-cov\CoverageReport.cpp,0,[0],0,[0]
tools\llvm-cov\CoverageReport.h,0,[0],0,[0]
tools\llvm-cov\CoverageSummaryInfo.cpp,0,[0],0,[0]
tools\llvm-cov\CoverageViewOptions.h,0,[0],0,[0]
tools\llvm-cov\gcov.cpp,0,[0],0,[0]
tools\llvm-cov\llvm-cov.cpp,0,[0],0,[0]
tools\llvm-cov\RenderingSupport.h,0,[0],0,[0]
tools\llvm-cov\SourceCoverageView.h,0,[0],0,[0]
tools\llvm-cov\SourceCoverageViewHTML.h,0,[0],0,[0]
tools\llvm-cov\SourceCoverageViewText.h,0,[0],0,[0]
tools\llvm-cov\TestingSupport.cpp,0,[0],0,[0]
tools\llvm-cvtres\llvm-cvtres.cpp,0,[0],0,[0]
tools\llvm-cvtres\Opts.td,0,[0],0,[0]
tools\llvm-cxxdump\Error.cpp,0,[0],0,[0]
tools\llvm-cxxdump\Error.h,0,[0],0,[0]
tools\llvm-cxxdump\llvm-cxxdump.cpp,0,[0],0,[0]
tools\llvm-cxxdump\llvm-cxxdump.h,0,[0],0,[0]
tools\llvm-cxxfilt\llvm-cxxfilt.cpp,0,[0],0,[0]
tools\llvm-cxxmap\llvm-cxxmap.cpp,0,[0],0,[0]
tools\llvm-diff\DiffConsumer.h,0,[0],0,[0]
tools\llvm-diff\DifferenceEngine.h,0,[0],0,[0]
tools\llvm-diff\DiffLog.cpp,0,[0],0,[0]
tools\llvm-diff\DiffLog.h,0,[0],0,[0]
tools\llvm-diff\llvm-diff.cpp,0,[0],0,[0]
